,Total Run Score,Total Discards Used,Total Cards Played,Best Hand Score,Hand played for Best Hand Score,Rounds Won,Rounds Played,Antes Won,Run Average Score,Average Discards,Flush Count,Four of a Kind Count,Full House Count,High Card Count,Pair Count,Straight Count,Straight Flush Count,Three of a Kind Count,Two Pair Count
0,2512.0,5.0,64.0,372,Full House,4,5,1,628.0,1.2,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0
0,1102.0,5.0,32.0,372,Full House,2,3,0,551.0,2.5,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0
0,328.0,0.0,16.0,328,Full House,1,2,0,328.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
0,2460.0,8.0,63.0,372,Full House,4,5,1,615.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0
0,1520.0,4.0,43.0,324,Straight,3,4,1,506.7,1.3,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
0,1584.0,7.0,61.0,336,Full House,3,4,1,528.0,2.3,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0
0,2302.0,7.0,74.0,348,Full House,4,5,1,575.5,1.8,0.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,9.0
0,884.0,3.0,30.0,360,Full House,2,3,0,442.0,1.5,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0
0,2940.0,10.0,84.0,368,Full House,4,5,1,735.0,2.5,1.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,8.0
0,576.0,0.0,32.0,280,Straight,1,2,0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
0,1512.0,0.0,49.0,324,Straight,3,4,1,504.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,5.0
0,1180.0,2.0,33.0,476,Four of a Kind,2,3,0,590.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0
0,1401.0,7.0,46.0,360,Full House,3,4,1,467.0,2.3,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,5.0
0,1146.0,5.0,39.0,324,Straight,2,3,0,573.0,2.5,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0
0,388.0,2.0,19.0,284,Flush,1,2,0,388.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
0,1496.0,5.0,46.0,324,Straight,3,4,1,498.7,1.7,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,5.0
0,1009.0,4.0,36.0,324,Straight,2,3,0,504.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0
0,1608.0,6.0,49.0,324,Full House,3,4,1,536.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0
0,2624.0,6.0,66.0,368,Full House,4,5,1,656.0,1.5,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0
0,524.0,3.0,28.0,280,Straight,1,2,0,524.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
0,2725.0,7.0,68.0,700,Four of a Kind,4,5,1,681.2,1.8,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,8.0
0,2552.0,8.0,70.0,368,Full House,4,5,1,638.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,7.0
0,1080.0,3.0,35.0,360,Full House,2,3,0,540.0,1.5,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0
0,1677.0,4.0,47.0,360,Full House,3,4,1,559.0,1.3,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,5.0
0,1666.0,1.0,42.0,360,Full House,3,4,1,555.3,0.3,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0
0,304.0,3.0,17.0,124,Two Pair,1,2,0,304.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
0,1676.0,3.0,50.0,328,Flush,3,4,1,558.7,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0,528.0,1.0,28.0,260,Straight,1,2,0,528.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
0,2426.0,9.0,61.0,700,Four of a Kind,4,5,1,606.5,2.2,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,6.0
0,2617.0,6.0,63.0,368,Full House,4,5,1,654.2,1.5,2.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,5.0
0,1857.0,1.0,56.0,316,Flush,3,4,1,619.0,0.3,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0
0,908.0,3.0,31.0,324,Straight,2,3,0,454.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
0,1476.0,4.0,43.0,372,Full House,3,4,1,492.0,1.3,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0
0,2769.0,5.0,70.0,372,Full House,4,5,1,692.2,1.2,5.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0
0,0.0,0.0,9.0,124,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
0,1076.0,2.0,33.0,368,Full House,2,3,0,538.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
0,2531.0,8.0,69.0,728,Four of a Kind,4,5,1,632.8,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0
0,1660.0,1.0,48.0,324,Straight,3,4,1,553.3,0.3,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0
0,1545.0,3.0,49.0,316,Straight,3,4,1,515.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0
0,888.0,4.0,33.0,360,Full House,2,3,0,444.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0
0,0.0,0.0,7.0,180,Three of a Kind,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
0,912.0,4.0,43.0,368,Full House,2,3,0,456.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
0,900.0,4.0,36.0,324,Straight,2,3,0,450.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0
0,1661.0,8.0,51.0,340,Flush,3,4,1,553.7,2.7,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,5.0
0,0.0,0.0,10.0,72,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
0,404.0,3.0,22.0,180,Three of a Kind,1,2,0,404.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0
0,1472.0,2.0,54.0,344,Full House,3,4,1,490.7,0.7,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,8.0
0,332.0,3.0,23.0,180,Three of a Kind,1,2,0,332.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0
0,2284.0,7.0,41.0,728,Four of a Kind,3,4,1,761.3,2.3,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0
0,897.0,2.0,31.0,280,Straight,2,3,0,448.5,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0
0,1561.0,3.0,43.0,336,Flush,3,4,1,520.3,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0
0,1584.0,4.0,53.0,372,Full House,3,4,1,528.0,1.3,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0
0,1466.0,3.0,58.0,340,Full House,3,4,1,488.7,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0
0,860.0,3.0,40.0,220,Straight,2,3,0,430.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0
0,492.0,3.0,22.0,372,Full House,1,2,0,492.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
0,308.0,0.0,15.0,308,Straight,1,2,0,308.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
0,2650.0,4.0,74.0,348,Full House,4,5,1,662.5,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,7.0
0,348.0,3.0,21.0,288,Flush,1,2,0,348.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
0,1628.0,9.0,52.0,344,Full House,3,4,1,542.7,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7.0
0,1876.0,5.0,59.0,316,Straight,3,4,1,625.3,1.7,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,7.0
0,960.0,1.0,35.0,324,Straight,2,3,0,480.0,0.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0
0,368.0,2.0,14.0,368,Full House,1,2,0,368.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
0,396.0,0.0,20.0,272,Flush,1,2,0,396.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
0,938.0,2.0,33.0,316,Straight,2,3,0,469.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0
0,2716.0,2.0,62.0,532,Four of a Kind,4,5,1,679.0,0.5,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,6.0
0,912.0,4.0,42.0,352,Full House,2,3,0,456.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0
0,1964.0,4.0,37.0,700,Four of a Kind,3,4,1,654.7,1.3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0
0,2631.0,4.0,68.0,372,Full House,4,5,1,657.8,1.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,6.0
0,1965.0,4.0,48.0,700,Four of a Kind,3,4,1,655.0,1.3,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0
0,1036.0,1.0,23.0,700,Four of a Kind,2,3,0,518.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
0,1564.0,6.0,53.0,340,Flush,3,4,1,521.3,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0
0,0.0,0.0,9.0,88,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
0,1132.0,6.0,40.0,320,Flush,2,3,0,566.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0
0,1352.0,2.0,41.0,368,Full House,2,3,0,676.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0
0,2496.0,6.0,62.0,700,Four of a Kind,4,5,1,624.0,1.5,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0
0,1740.0,8.0,50.0,372,Full House,3,4,1,580.0,2.7,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0
0,2589.0,3.0,67.0,348,Full House,4,5,1,647.2,0.8,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,6.0
0,2040.0,7.0,51.0,700,Four of a Kind,3,4,1,680.0,2.3,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0
0,1664.0,6.0,44.0,368,Full House,3,4,1,554.7,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,4.0
0,1829.0,4.0,51.0,372,Full House,3,4,1,609.7,1.3,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0
0,1028.0,4.0,35.0,316,Straight,2,3,0,514.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0
0,1700.0,4.0,49.0,368,Full House,3,4,1,566.7,1.3,4.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0
0,1739.0,6.0,45.0,328,Flush,3,4,1,579.7,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0
0,1100.0,3.0,42.0,336,Full House,2,3,0,550.0,1.5,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0
0,408.0,1.0,27.0,180,Three of a Kind,1,2,0,408.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
0,3072.0,7.0,74.0,372,Full House,4,5,1,768.0,1.8,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,5.0
0,1416.0,6.0,37.0,372,Full House,3,4,1,472.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0
0,1626.0,7.0,51.0,356,Full House,3,4,1,542.0,2.3,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,6.0
0,1975.0,5.0,60.0,368,Full House,3,4,1,658.3,1.7,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,9.0
0,1568.0,4.0,40.0,368,Full House,3,4,1,522.7,1.3,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0
0,1741.0,7.0,52.0,360,Full House,3,4,1,580.3,2.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0
0,1740.0,5.0,53.0,368,Full House,3,4,1,580.0,1.7,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0
0,1480.0,5.0,53.0,324,Straight,3,4,1,493.3,1.7,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,7.0
0,1732.0,4.0,53.0,328,Full House,3,4,1,577.3,1.3,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0
0,2668.0,8.0,71.0,356,Full House,4,5,1,667.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0
0,1551.0,3.0,43.0,324,Flush,3,4,1,517.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0
0,527.0,0.0,25.0,296,Straight,1,2,0,527.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0
0,1532.0,6.0,49.0,360,Full House,3,4,1,510.7,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0
0,2496.0,4.0,63.0,356,Full House,4,5,1,624.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0
0,312.0,2.0,16.0,312,Full House,1,2,0,312.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
0,951.0,5.0,37.0,280,Straight,2,3,0,475.5,2.5,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,4.0
0,876.0,4.0,39.0,312,Flush,2,3,0,438.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
0,1056.0,1.0,28.0,728,Four of a Kind,2,3,0,528.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
0,1052.0,2.0,42.0,336,Flush,2,3,0,526.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0
0,1284.0,4.0,40.0,372,Full House,2,3,0,642.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0
0,1703.0,2.0,46.0,324,Straight,3,4,1,567.7,0.7,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0
0,1613.0,3.0,56.0,316,Straight,3,4,1,537.7,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0
0,311.0,3.0,20.0,171,Three of a Kind,1,2,0,311.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
0,612.0,1.0,26.0,316,Straight,1,2,0,612.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
0,884.0,3.0,34.0,348,Full House,2,3,0,442.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
0,400.0,1.0,20.0,280,Flush,1,2,0,400.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
0,2740.0,10.0,65.0,372,Full House,4,5,1,685.0,2.5,1.0,0.0,4.0,0.0,3.0,3.0,0.0,1.0,4.0
0,360.0,2.0,18.0,360,Full House,1,2,0,360.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
0,404.0,3.0,22.0,280,Straight,1,2,0,404.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0,2900.0,6.0,70.0,368,Full House,4,5,1,725.0,1.5,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0
0,1872.0,7.0,53.0,368,Full House,3,4,1,624.0,2.3,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0
0,0.0,0.0,12.0,124,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
0,2543.0,6.0,70.0,372,Full House,4,5,1,635.8,1.5,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,9.0
0,1300.0,2.0,29.0,672,Four of a Kind,2,3,0,650.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
0,1676.0,3.0,46.0,332,Flush,3,4,1,558.7,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0
0,940.0,2.0,35.0,316,Straight,2,3,0,470.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
0,912.0,2.0,24.0,312,Full House,2,3,0,456.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
0,800.0,3.0,35.0,296,Straight,2,3,0,400.0,1.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0
0,1958.0,4.0,52.0,344,Full House,3,4,1,652.7,1.3,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,6.0
0,924.0,3.0,34.0,324,Straight,2,3,0,462.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0
0,1455.0,6.0,48.0,324,Straight,3,4,1,485.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0
0,2328.0,10.0,61.0,372,Full House,4,5,1,582.0,2.5,1.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,5.0
0,1056.0,2.0,29.0,372,Full House,2,3,0,528.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0
0,336.0,1.0,23.0,220,Straight,1,2,0,336.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
0,2329.0,6.0,73.0,372,Full House,4,5,1,582.2,1.5,1.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,10.0
0,1688.0,2.0,42.0,700,Four of a Kind,3,4,1,562.7,0.7,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0
0,1472.0,3.0,50.0,316,Straight,3,4,1,490.7,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
0,1788.0,5.0,53.0,336,Full House,3,4,1,596.0,1.7,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,7.0
0,1588.0,3.0,45.0,308,Straight,3,4,1,529.3,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,5.0
0,1653.0,7.0,47.0,372,Full House,3,4,1,551.0,2.3,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0
0,1725.0,4.0,54.0,324,Straight,3,4,1,575.0,1.3,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,6.0
0,1560.0,4.0,45.0,324,Straight,3,4,1,520.0,1.3,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0
0,1620.0,6.0,49.0,360,Full House,3,4,1,540.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,6.0
0,832.0,2.0,32.0,324,Straight,2,3,0,416.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0
0,1740.0,5.0,53.0,360,Full House,3,4,1,580.0,1.7,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0
0,1804.0,3.0,51.0,360,Full House,3,4,1,601.3,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0
0,1564.0,3.0,52.0,356,Full House,3,4,1,521.3,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0
0,889.0,3.0,32.0,308,Straight,2,3,0,444.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0
0,1540.0,3.0,39.0,700,Four of a Kind,3,4,1,513.3,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0
0,852.0,4.0,27.0,368,Full House,2,3,0,426.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0
0,324.0,2.0,19.0,324,Straight,1,2,0,324.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
0,2576.0,6.0,66.0,372,Full House,4,5,1,644.0,1.5,3.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0
0,1484.0,5.0,44.0,336,Full House,3,4,1,494.7,1.7,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0
0,1080.0,5.0,33.0,368,Full House,2,3,0,540.0,2.5,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0
0,1852.0,4.0,51.0,348,Full House,3,4,1,617.3,1.3,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0
0,0.0,0.0,11.0,100,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
0,1556.0,7.0,55.0,368,Full House,3,4,1,518.7,2.3,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0
0,808.0,4.0,22.0,368,Full House,2,3,0,404.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0
0,2840.0,3.0,65.0,1192,Straight Flush,3,4,1,946.7,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0
0,2476.0,7.0,65.0,360,Full House,4,5,1,619.0,1.8,2.0,0.0,2.0,0.0,1.0,3.0,0.0,4.0,4.0
0,1444.0,3.0,36.0,360,Full House,3,4,1,481.3,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0
0,1904.0,6.0,62.0,368,Full House,3,4,1,634.7,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,9.0
0,640.0,1.0,29.0,352,Full House,1,2,0,640.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0
0,328.0,1.0,26.0,120,Two Pair,1,2,0,328.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
0,1561.0,6.0,41.0,324,Straight,3,4,1,520.3,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0
0,320.0,0.0,23.0,120,Two Pair,1,2,0,320.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0
0,1608.0,6.0,59.0,348,Full House,3,4,1,536.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,9.0
0,1004.0,3.0,35.0,316,Flush,2,3,0,502.0,1.5,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0
0,1429.0,5.0,54.0,324,Straight,3,4,1,476.3,1.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0
0,2741.0,5.0,72.0,348,Full House,4,5,1,685.2,1.2,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,6.0
0,532.0,2.0,29.0,316,Straight,1,2,0,532.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0,864.0,3.0,38.0,352,Full House,2,3,0,432.0,1.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0
0,1032.0,1.0,30.0,324,Straight,2,3,0,516.0,0.5,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0
0,716.0,2.0,19.0,476,Four of a Kind,1,2,0,716.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0
0,1701.0,4.0,47.0,316,Straight,3,4,1,567.0,1.3,2.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0
0,1696.0,6.0,57.0,344,Full House,3,4,1,565.3,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0
0,2054.0,8.0,51.0,728,Four of a Kind,3,4,1,684.7,2.7,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,5.0
0,1884.0,3.0,49.0,356,Full House,3,4,1,628.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0
0,312.0,3.0,24.0,108,Two Pair,1,2,0,312.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
0,2996.0,9.0,73.0,360,Full House,4,5,1,749.0,2.2,3.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0
0,2503.0,9.0,63.0,372,Full House,4,5,1,625.8,2.2,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,7.0
0,1474.0,3.0,42.0,360,Full House,3,4,1,491.3,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0
0,1504.0,7.0,47.0,336,Full House,3,4,1,501.3,2.3,1.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,4.0
0,1616.0,5.0,55.0,368,Full House,3,4,1,538.7,1.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0
0,992.0,4.0,23.0,324,Straight,2,3,0,496.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0
0,2625.0,7.0,76.0,356,Full House,4,5,1,656.2,1.8,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,8.0
0,0.0,0.0,7.0,120,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
0,1056.0,3.0,27.0,372,Full House,2,3,0,528.0,1.5,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0
0,1032.0,4.0,43.0,320,Full House,2,3,0,516.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0
0,1692.0,6.0,48.0,360,Full House,3,4,1,564.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0
0,756.0,4.0,32.0,300,Full House,2,3,0,378.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0
0,1576.0,5.0,55.0,328,Full House,3,4,1,525.3,1.7,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
0,324.0,0.0,13.0,324,Straight,1,2,0,324.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
0,1712.0,5.0,59.0,300,Flush,3,4,1,570.7,1.7,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0
0,896.0,3.0,40.0,280,Flush,2,3,0,448.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
0,1512.0,4.0,49.0,372,Full House,3,4,1,504.0,1.3,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0
0,1128.0,3.0,37.0,368,Full House,2,3,0,564.0,1.5,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0
0,1709.0,2.0,46.0,336,Full House,3,4,1,569.7,0.7,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,4.0
0,1020.0,3.0,39.0,324,Full House,2,3,0,510.0,1.5,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0
