,Total Run Score,Total Discards Used,Total Cards Played,Best Hand Score,Hand played for Best Hand Score,Rounds Won,Rounds Played,Antes Won,Run Average Score,Average Discards,Flush Count,Four of a Kind Count,Full House Count,High Card Count,Pair Count,Straight Count,Straight Flush Count,Three of a Kind Count,Two Pair Count
0,1789.0,4.0,55.0,312,Full House,3,4,1,596.3,1.3,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0
0,1020.0,3.0,41.0,324,Straight,2,3,0,510.0,1.5,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,5.0
0,2752.0,6.0,75.0,372,Full House,4,5,1,688.0,1.5,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,8.0
0,1048.0,1.0,34.0,324,Straight,2,3,0,524.0,0.5,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0
0,1881.0,4.0,50.0,368,Full House,3,4,1,627.0,1.3,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,5.0
0,1599.0,6.0,56.0,300,Flush,3,4,1,533.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
0,1508.0,5.0,50.0,324,Straight,3,4,1,502.7,1.7,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0
0,1736.0,5.0,58.0,296,Flush,3,4,1,578.7,1.7,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0
0,1668.0,5.0,48.0,324,Straight,3,4,1,556.0,1.7,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,4.0
0,763.0,4.0,32.0,324,Straight,2,3,0,381.5,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,5.0
0,1537.0,2.0,45.0,324,Flush,3,4,1,512.3,0.7,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
0,848.0,1.0,35.0,336,Full House,2,3,0,424.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
0,1872.0,5.0,54.0,368,Full House,3,4,1,624.0,1.7,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0
0,1548.0,4.0,47.0,360,Full House,3,4,1,516.0,1.3,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0
0,1664.0,7.0,50.0,372,Full House,3,4,1,554.7,2.3,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0
0,552.0,2.0,28.0,324,Straight,1,2,0,552.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
0,324.0,2.0,21.0,324,Straight,1,2,0,324.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
0,416.0,0.0,25.0,336,Full House,1,2,0,416.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
0,0.0,0.0,10.0,124,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
0,1590.0,5.0,55.0,368,Full House,3,4,1,530.0,1.7,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0
0,2627.0,3.0,70.0,348,Full House,4,5,1,656.8,0.8,5.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0
0,2389.0,11.0,73.0,360,Full House,4,5,1,597.2,2.8,1.0,0.0,3.0,0.0,2.0,4.0,0.0,3.0,5.0
0,1704.0,7.0,57.0,372,Full House,3,4,1,568.0,2.3,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,7.0
0,924.0,4.0,39.0,360,Full House,2,3,0,462.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0
0,2673.0,8.0,70.0,368,Full House,4,5,1,668.2,2.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,8.0
0,1300.0,2.0,35.0,700,Four of a Kind,2,3,0,650.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
0,1864.0,2.0,51.0,324,Straight,3,4,1,621.3,0.7,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,3.0
0,1481.0,7.0,51.0,324,Straight,3,4,1,493.7,2.3,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,8.0
0,1632.0,5.0,47.0,368,Full House,3,4,1,544.0,1.7,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0
0,1563.0,8.0,47.0,348,Full House,3,4,1,521.0,2.7,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,4.0
0,980.0,3.0,36.0,372,Full House,2,3,0,490.0,1.5,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0
0,908.0,3.0,36.0,308,Straight,2,3,0,454.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0
0,936.0,2.0,38.0,324,Straight,2,3,0,468.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0
0,2688.0,10.0,66.0,336,Full House,4,5,1,672.0,2.5,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,7.0
0,1108.0,3.0,36.0,316,Flush,2,3,0,554.0,1.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
0,989.0,4.0,34.0,352,Full House,2,3,0,494.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
0,1956.0,2.0,42.0,368,Full House,3,4,1,652.0,0.7,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,2.0
0,1464.0,5.0,28.0,700,Four of a Kind,2,3,0,732.0,2.5,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0
0,1460.0,6.0,40.0,332,Flush,3,4,1,486.7,2.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0
0,2716.0,11.0,69.0,368,Full House,4,5,1,679.0,2.8,2.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0
0,332.0,0.0,25.0,260,Straight,1,2,0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0,1579.0,3.0,54.0,360,Full House,3,4,1,526.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,8.0
0,1504.0,2.0,52.0,316,Straight,3,4,1,501.3,0.7,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0
0,824.0,6.0,32.0,324,Straight,2,3,0,412.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0
0,2484.0,6.0,75.0,352,Full House,4,5,1,621.0,1.5,4.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,5.0
0,1581.0,2.0,56.0,360,Full House,3,4,1,527.0,0.7,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,7.0
0,1688.0,6.0,56.0,372,Full House,3,4,1,562.7,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1597.0,6.0,43.0,360,Full House,3,4,1,532.3,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0
0,2421.0,6.0,54.0,700,Four of a Kind,3,4,1,807.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,6.0
0,1596.0,5.0,38.0,356,Full House,3,4,1,532.0,1.7,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0
0,1578.0,3.0,50.0,316,Straight,3,4,1,526.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0
0,1908.0,6.0,62.0,360,Full House,3,4,1,636.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0
0,508.0,1.0,29.0,288,Flush,1,2,0,508.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0,868.0,4.0,35.0,324,Straight,2,3,0,434.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0
0,2461.0,5.0,71.0,372,Full House,4,5,1,615.2,1.2,3.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,7.0
0,1970.0,1.0,52.0,360,Full House,3,4,1,656.7,0.3,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0
0,1616.0,6.0,47.0,368,Full House,3,4,1,538.7,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,5.0
0,2468.0,2.0,59.0,1040,Straight Flush,3,4,1,822.7,0.7,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0
0,1660.0,5.0,51.0,336,Full House,3,4,1,553.3,1.7,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0
0,956.0,3.0,38.0,316,Straight,2,3,0,478.0,1.5,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0
0,1038.0,3.0,31.0,368,Full House,2,3,0,519.0,1.5,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0
0,928.0,0.0,28.0,336,Full House,2,3,0,464.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0
0,2444.0,4.0,77.0,352,Full House,4,5,1,611.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,11.0
0,1564.0,5.0,44.0,368,Full House,3,4,1,521.3,1.7,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0
0,812.0,2.0,32.0,360,Full House,2,3,0,406.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0
0,584.0,3.0,26.0,324,Straight,1,2,0,584.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
0,1104.0,5.0,37.0,340,Flush,2,3,0,552.0,2.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
0,1796.0,2.0,46.0,372,Full House,3,4,1,598.7,0.7,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0
0,1724.0,6.0,51.0,368,Full House,3,4,1,574.7,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,7.0
0,1700.0,5.0,57.0,324,Straight,3,4,1,566.7,1.7,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0
0,1152.0,2.0,35.0,332,Full House,2,3,0,576.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0
0,1867.0,2.0,60.0,372,Full House,3,4,1,622.3,0.7,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0
0,2644.0,7.0,64.0,700,Four of a Kind,4,5,1,661.0,1.8,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0
0,972.0,3.0,29.0,368,Full House,2,3,0,486.0,1.5,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0
0,1925.0,3.0,50.0,360,Full House,3,4,1,641.7,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,4.0
0,780.0,1.0,28.0,368,Full House,2,3,0,390.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0
0,756.0,5.0,31.0,368,Full House,2,3,0,378.0,2.5,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0
0,436.0,2.0,22.0,324,Straight,1,2,0,436.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0,884.0,2.0,42.0,260,Straight,2,3,0,442.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0
0,1856.0,2.0,53.0,296,Flush,3,4,1,618.7,0.7,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
0,1714.0,5.0,53.0,368,Full House,3,4,1,571.3,1.7,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,5.0
0,808.0,3.0,26.0,316,Full House,2,3,0,404.0,1.5,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0
0,1052.0,4.0,28.0,360,Full House,2,3,0,526.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
0,1417.0,4.0,44.0,324,Straight,3,4,1,472.3,1.3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0
0,968.0,1.0,42.0,296,Straight,2,3,0,484.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0
0,2688.0,7.0,72.0,360,Full House,4,5,1,672.0,1.8,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0
0,408.0,0.0,25.0,316,Straight,1,2,0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0,1636.0,3.0,52.0,340,Full House,3,4,1,545.3,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0
0,1828.0,5.0,52.0,324,Straight,3,4,1,609.3,1.7,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0
0,1052.0,3.0,36.0,368,Full House,2,3,0,526.0,1.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0
0,988.0,2.0,30.0,360,Full House,2,3,0,494.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
0,2287.0,9.0,68.0,368,Full House,4,5,1,571.8,2.2,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,10.0
0,2489.0,7.0,69.0,360,Full House,4,5,1,622.2,1.8,4.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,6.0
0,348.0,2.0,28.0,120,Two Pair,1,2,0,348.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0,1579.0,3.0,48.0,292,Flush,3,4,1,526.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0
0,1449.0,6.0,49.0,360,Full House,3,4,1,483.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,4.0
0,2592.0,8.0,64.0,700,Four of a Kind,3,4,1,864.0,2.7,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,8.0
0,868.0,3.0,37.0,356,Full House,2,3,0,434.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0
0,1676.0,6.0,58.0,328,Full House,3,4,1,558.7,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,8.0
0,1760.0,4.0,68.0,316,Straight,3,4,1,586.7,1.3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,12.0
0,352.0,0.0,21.0,352,Full House,1,2,0,352.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
0,1652.0,2.0,53.0,372,Full House,3,4,1,550.7,0.7,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,8.0
0,1452.0,3.0,46.0,368,Full House,3,4,1,484.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0
0,2464.0,4.0,67.0,372,Full House,4,5,1,616.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,6.0
0,1733.0,5.0,59.0,332,Flush,3,4,1,577.7,1.7,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0
0,2293.0,3.0,61.0,336,Full House,4,5,1,573.2,0.8,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,5.0
0,1715.0,4.0,47.0,324,Straight,3,4,1,571.7,1.3,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,4.0
0,929.0,5.0,34.0,296,Flush,2,3,0,464.5,2.5,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0
0,376.0,0.0,19.0,292,Flush,1,2,0,376.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
0,400.0,2.0,20.0,180,Three of a Kind,1,2,0,400.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0
0,2887.0,5.0,73.0,360,Full House,4,5,1,721.8,1.2,6.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0
0,0.0,0.0,10.0,108,Two Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
0,3085.0,5.0,65.0,728,Four of a Kind,4,5,1,771.2,1.2,2.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0
0,2089.0,5.0,57.0,360,Full House,3,4,1,696.3,1.7,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,6.0
0,2292.0,7.0,53.0,700,Four of a Kind,3,4,1,764.0,2.3,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0
0,2536.0,4.0,62.0,372,Full House,4,5,1,634.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,4.0
0,944.0,5.0,34.0,368,Full House,2,3,0,472.0,2.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
0,2532.0,6.0,74.0,372,Full House,4,5,1,633.0,1.5,2.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,7.0
0,2276.0,1.0,59.0,672,Four of a Kind,4,5,1,569.0,0.2,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,8.0
0,2932.0,4.0,74.0,344,Full House,4,5,1,733.0,1.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0
0,344.0,1.0,25.0,220,Straight,1,2,0,344.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0,896.0,5.0,31.0,372,Full House,2,3,0,448.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
0,1685.0,5.0,51.0,368,Full House,3,4,1,561.7,1.7,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,4.0
0,1540.0,3.0,49.0,316,Flush,3,4,1,513.3,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0
0,1793.0,5.0,51.0,360,Full House,3,4,1,597.7,1.7,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0
0,1598.0,3.0,45.0,352,Full House,3,4,1,532.7,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,5.0
0,1540.0,6.0,46.0,348,Full House,3,4,1,513.3,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0
0,1397.0,3.0,44.0,368,Full House,3,4,1,465.7,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0
0,1473.0,3.0,53.0,280,Straight,3,4,1,491.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,9.0
0,2544.0,5.0,71.0,360,Full House,4,5,1,636.0,1.2,2.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,6.0
0,369.0,3.0,21.0,189,Three of a Kind,1,2,0,369.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
0,1649.0,4.0,52.0,344,Full House,3,4,1,549.7,1.3,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0
0,1956.0,5.0,53.0,324,Straight,3,4,1,652.0,1.7,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,4.0
0,1004.0,1.0,36.0,316,Straight,2,3,0,502.0,0.5,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
0,336.0,2.0,28.0,124,Two Pair,1,2,0,336.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0,436.0,0.0,26.0,240,Straight,1,2,0,436.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
0,1412.0,3.0,38.0,360,Full House,3,4,1,470.7,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0
0,980.0,1.0,41.0,332,Full House,2,3,0,490.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0
0,2576.0,5.0,64.0,372,Full House,4,5,1,644.0,1.2,3.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,4.0
0,1721.0,6.0,49.0,332,Full House,3,4,1,573.7,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0
0,700.0,0.0,12.0,700,Four of a Kind,1,2,0,700.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
0,436.0,1.0,23.0,316,Flush,1,2,0,436.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0,816.0,0.0,28.0,320,Flush,2,3,0,408.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
0,892.0,2.0,30.0,336,Full House,2,3,0,446.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
0,1140.0,3.0,27.0,368,Full House,2,3,0,570.0,1.5,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
0,2516.0,3.0,68.0,368,Full House,4,5,1,629.0,0.8,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0
0,789.0,4.0,25.0,316,Straight,2,3,0,394.5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,1976.0,4.0,39.0,700,Four of a Kind,3,4,1,658.7,1.3,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0
0,1664.0,2.0,53.0,532,Four of a Kind,3,4,1,554.7,0.7,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,7.0
0,1052.0,6.0,40.0,316,Straight,2,3,0,526.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0
0,328.0,2.0,25.0,162,Three of a Kind,1,2,0,328.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
0,996.0,2.0,38.0,312,Full House,2,3,0,498.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0
0,300.0,3.0,25.0,120,Two Pair,1,2,0,300.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
0,2680.0,8.0,75.0,360,Full House,4,5,1,670.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,8.0
0,528.0,3.0,24.0,324,Straight,1,2,0,528.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0
0,1652.0,5.0,56.0,324,Straight,3,4,1,550.7,1.7,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0
0,1781.0,6.0,58.0,360,Full House,3,4,1,593.7,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,8.0
0,1196.0,3.0,40.0,360,Full House,2,3,0,598.0,1.5,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,5.0
0,1612.0,2.0,46.0,372,Full House,3,4,1,537.3,0.7,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,4.0
0,2488.0,9.0,67.0,368,Full House,4,5,1,622.0,2.2,1.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,5.0
0,380.0,0.0,17.0,288,Flush,1,2,0,380.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0,356.0,0.0,23.0,260,Straight,1,2,0,356.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
0,1666.0,8.0,58.0,324,Straight,3,4,1,555.3,2.7,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,10.0
0,620.0,2.0,28.0,324,Straight,1,2,0,620.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0
0,1784.0,6.0,45.0,364,Full House,3,4,1,594.7,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0
0,1651.0,3.0,52.0,360,Full House,3,4,1,550.3,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0
0,2688.0,2.0,70.0,372,Full House,4,5,1,672.0,0.5,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,8.0
0,1637.0,3.0,55.0,324,Straight,3,4,1,545.7,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0
0,368.0,2.0,14.0,368,Full House,1,2,0,368.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
0,2469.0,4.0,55.0,372,Full House,4,5,1,617.2,1.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0
0,556.0,1.0,24.0,308,Straight,1,2,0,556.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
0,0.0,0.0,5.0,60,Pair,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
0,2676.0,6.0,69.0,348,Full House,4,5,1,669.0,1.5,0.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,8.0
0,816.0,3.0,26.0,324,Straight,2,3,0,408.0,1.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0
0,1528.0,5.0,38.0,356,Full House,3,4,1,509.3,1.7,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0
0,796.0,2.0,33.0,364,Full House,2,3,0,398.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0
0,831.0,2.0,36.0,368,Full House,2,3,0,415.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
0,1460.0,1.0,36.0,728,Four of a Kind,2,3,0,730.0,0.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0
0,1608.0,7.0,48.0,324,Straight,3,4,1,536.0,2.3,0.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,3.0
0,1503.0,6.0,53.0,368,Full House,3,4,1,501.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,8.0
0,2548.0,4.0,69.0,328,Flush,4,5,1,637.0,1.0,3.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,5.0
0,1752.0,3.0,51.0,348,Full House,3,4,1,584.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0
0,1136.0,1.0,34.0,360,Full House,2,3,0,568.0,0.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0
0,1008.0,3.0,30.0,276,Flush,2,3,0,504.0,1.5,1.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0
0,2640.0,7.0,66.0,324,Straight,4,5,1,660.0,1.8,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0
0,300.0,2.0,23.0,180,Three of a Kind,1,2,0,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0,824.0,1.0,32.0,368,Full House,2,3,0,412.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0
0,936.0,1.0,34.0,360,Full House,2,3,0,468.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0
0,936.0,2.0,36.0,316,Straight,2,3,0,468.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0
0,2468.0,8.0,64.0,360,Full House,4,5,1,617.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,7.0
0,1692.0,3.0,58.0,372,Full House,3,4,1,564.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0
0,988.0,3.0,40.0,360,Full House,2,3,0,494.0,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0
0,932.0,3.0,38.0,324,Straight,2,3,0,466.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
0,956.0,6.0,42.0,296,Flush,2,3,0,478.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0
